,fire_size_class,latitude,longitude,discovery_month,disc_dow,Vegetation,remoteness,elevation,Temp,Wind,Humidity,Precipitation
12098,B,33.6164,-87.6572,Sep,0,16,0.185704235,120,26.37449724,2.48475951,70.79509406,27.3
12100,C,33.694069,-79.783279,Mar,5,16,0.115160799,26,10.3650754,1.814967102,60.70043313,0
12101,B,32.52666667,-110.71,Aug,5,12,0.405262843,1524,30.29602513,3.782824074,40.82797619,17.53333333
12102,B,32.00087,-95.961113,Jun,6,12,0.263517459,116,21.94829365,4.079814815,68.70640028,0
12103,C,38.1199,-98.5879,Aug,0,0,0.284470856,567,29.42164257,4.526777252,44.95792327,9.9
12104,B,32.4767,-92.9222,Nov,1,12,0.234833305,109,15.80427373,1.754185872,68.69269216,14.96666667
12108,E,39.55530907,-111.5477059,Sep,0,0,0.409433533,1779,21.52096536,2.704944924,30.50117224,8.466666667
12109,B,32.739205,-102.670927,Jul,1,12,0.32670639,1017,29.8589577,3.709976833,30.02032031,0
12111,B,38.79111111,-122.5469444,Sep,3,0,0.521047059,297,19.59447804,2.749456448,57.60277194,0
12112,C,34.8061,-96.4067,Apr,6,16,0.26579425,221,18.18873799,4.834123223,58.46739705,35.8
12113,B,32.5614,-83.9342,Nov,1,12,0.152833063,176,13.67151972,2.573709429,60.21511937,0.7
12114,B,28.9992,-81.1495,Feb,4,12,0.130763297,17,18.00636372,3.912104819,65.81044223,0
12116,B,31.1658,-88.0483,May,1,12,0.19101334,26,20.78332496,3.374133408,73.47465548,8.433333333
12117,B,45.8734396,-93.11183029,Apr,3,15,0.230185587,298,3.384944193,2.488637909,59.82316609,0
12119,C,29.89,-82.67,Jan,0,12,0.143551491,25,13.19511759,1.974687962,73.0227925,0
12120,B,36.47888888,-119.2311111,Jul,6,0,0.48829611,110,26.01826709,2.377485419,50.87333967,0
12122,C,34.8294,-89.5006,Oct,4,16,0.201729994,134,15.4639944,5.852474626,63.51107338,0
12123,B,46.81401702,-94.90135773,Apr,4,15,0.246633167,418,5.168707709,3.330378083,62.41221937,17.83333333
12125,B,38.48450226,-81.71211981,Apr,2,0,0.129422698,206,5.494911113,1.620232217,67.35540111,98.03333333
12126,E,34.58444444,-118.7022222,Jul,2,16,0.484058042,874,28.39590893,2.354184506,26,0
12127,B,37.08,-94.71,Jan,4,0,0.24856079,255,1.303985171,0.658758109,23.58539683,0
12128,B,35.2717,-87.3467,Nov,0,15,0.181818959,279,14.02375402,2.590650366,66.01179334,99.66666667
12129,B,30.54450001,-95.50311,Aug,6,12,0.260323066,116,27.48844403,1.953800374,74.74110296,19.13333333
12130,B,47.8755,-94.8936,Apr,4,15,0.246355322,376,-1.233494287,3.255924973,65.25485044,0
12133,C,36.34968,-95.02357,Jan,5,0,0.251901752,291,2.332308042,2.416424364,74.99673583,0
12134,B,32.46752,-94.66971,Aug,5,12,0.251098161,115,26.36487671,2.333406206,71.74161904,39.93333333
12136,C,37.425,-119.8580556,Nov,2,0,0.494165915,576,28.08113095,2.866798942,78.61547619,0
12137,B,30.11276667,-95.42473333,Sep,1,12,0.259928912,33,26.84187062,2.206529537,63.45847518,20.66666667
12138,B,31.733513,-87.187042,Feb,1,12,0.182761546,93,9.256885218,2.450248523,67.36868851,30.76666667
12139,B,34.70883333,-78.12333333,Dec,3,16,0.099914712,21,11.33419286,1.349391359,70.00261561,0
12140,B,35.21954999,-94.33778,Feb,4,15,0.246174241,199,6.975263597,1.294552976,63.6071728,34.86666667
12142,B,37.37327,-86.69225,Nov,1,0,0.17467072,141,13.26268555,3.436934626,78.41564996,78.63333333
12143,E,35.710278,-94.675556,Nov,4,15,0.249027032,362,17.03468003,4.590050467,57.94586125,7.8
12147,B,37.15611111,-79.06305556,Mar,1,0,0.106712665,221,2.973052243,2.769329374,55.99405733,37.86666667
12148,B,32.85587815,-88.75063891,Dec,1,12,0.196185287,140,10.21960979,2.944080688,73.37604201,497.2666667
12151,B,47.512865,-95.282247,Apr,6,15,0.250054426,450,0.923825374,3.488459846,63.59581633,0
12152,B,47.652899,-93.053958,Apr,2,15,0.229268242,422,6.552044622,1.998426345,51.09678158,0
12154,B,33.528467,-117.27315,Jun,1,16,0.470250752,555,18.74706327,2.209138253,65.69205923,0
12155,B,40.731547,-80.671639,Apr,0,15,0.119158768,354,11.04462313,3.295102963,63.91987203,0
12157,B,41.05076,-96.33851,Mar,5,15,0.261895923,328,3.633799988,2.864063436,64.15285363,0
12159,B,31.60500001,-95.48583002,Oct,2,12,0.259354677,146,8.921542807,3.970261106,66.68534879,0
12164,C,30.55833333,-89.075,Jun,5,12,0.20084467,26,25.09823333,3.285553641,74.71546791,39.16666667
12165,B,30.817543,-89.101208,Mar,0,12,0.200883556,56,8.28000204,3.415567115,70.94096575,77.03333333
12168,B,35.715,-105.6744444,May,0,15,0.353800218,2391,17.91640565,4.587288495,22.88009738,0
12172,B,46.71073575,-93.55095201,May,2,15,0.234071217,373,8.113609968,3.089378675,70.13918119,0
12173,B,37.98805555,-120.265,Mar,4,0,0.498026473,900,14.63183024,3.974580018,46.90849206,0
12174,B,32.495873,-86.564797,Mar,5,12,0.176570245,82,11.19819236,2.705129552,65.41546942,73.63333333
12176,C,28.943304,-98.54569,Aug,5,12,0.29026484,136,29.60305371,2.511569586,62.2823622,22.1
12177,B,42.2027,-121.1192,May,1,9,0.504894098,1470,13.58913503,2.35898142,57.59309966,10.5
12179,C,35.42674,-92.5278,Mar,3,15,0.229230725,258,5.351358463,1.406339955,67.99132658,0
12182,E,30.11,-81.82,Jun,0,12,0.135809996,11,27.2096626,3.098624535,69.09888867,0.433333333
12183,B,30.82273445,-83.09919044,Oct,2,12,0.146648544,56,22.6992517,1.870833713,70.44309167,20.2
12184,B,33.2256,-87.1694,Aug,6,16,0.181539685,169,27.07993767,1.120577575,69.7552321,12.4
12185,B,35.62283573,-101.1878834,Feb,3,15,0.310607122,941,7.430733174,6.486888723,45.67453568,0
12186,B,34.66949446,-84.65417506,Apr,5,16,0.157876359,444,14.64815857,2.529495766,71.48108357,0
12187,B,32.52973671,-81.69770563,Nov,2,12,0.13290378,62,15.54285469,1.596190618,70.82530886,0
12188,B,35.38583333,-76.88448333,Jul,1,15,0.088671154,23,28.24525599,2.841005108,75.29030398,0
12189,B,33.5802,-81.019608,Feb,6,16,0.126162464,74,11.76646472,2.402851337,61.09073814,22.46666667
12190,B,32.39333002,-94.73777998,Jan,3,12,0.25178654,105,10.28874686,3.261262145,61.68283826,5.633333333
12191,B,47.295687,-93.025818,May,0,15,0.229074677,416,5.689323041,2.97789747,48.92297765,0
12192,B,35.2667,-78,Sep,1,15,0.09848668,61,25.00516303,2.502692311,70.88725764,35.96666667
12193,B,36.675,-94.7425,Aug,1,0,0.249090335,284,26.07765143,2.519646752,54.34980136,22.93333333
12197,B,33.86666002,-78.71666998,Apr,3,16,0.105663173,1,13.32053828,3.47128485,71.5515873,12.23333333
12198,C,33.70166667,-107.4616667,Jun,3,16,0.372499966,2575,24.63524432,4.163361371,21.29714076,0
12200,B,31.71848842,-95.65005806,Mar,6,12,0.260808755,189,15.10521052,2.721352729,64.73809396,56.86666667
12202,B,26.80556,-80.65305,May,1,12,0.128278611,7,25.48526919,3.266673134,65.44459449,0
12203,B,29.89,-82.94,Jun,4,12,0.145960055,13,25.1024537,1.882453704,80.7605005,3.666666667
12204,C,34.93205,-79.47447,Feb,4,16,0.111638373,91,8.727320013,3.496141112,64.59162473,12.76666667
12206,B,31.08402453,-88.49945063,Oct,6,12,0.195185931,94,21.1094246,3.315767196,79.22476921,57.5
12207,B,31.599519,-96.121101,Aug,1,12,0.265313572,144,29.69846854,4.622119572,61.48055463,0
12209,B,43.5379318,-73.72587657,May,5,9,0.057503016,327,10.06491021,3.566280379,62.2346704,26.4
12210,B,29.6232,-81.936,Jul,4,12,0.13723179,36,25.78803297,2.64702981,76.5250156,0
12211,C,47.03916667,-115.0125,Aug,3,15,0.441518265,2039,16.23337911,1.531772139,49.37433715,3.1
12212,C,39.41888889,-82.14666667,Mar,4,0,0.132831723,251,8.796299694,2.953012868,69.02637409,21.8
12215,B,37.01888888,-120.21,Aug,1,0,0.49798404,68,31.17836365,1.989865743,30.0421369,0
12216,B,45.45721,-83.93904,May,1,9,0.146634649,209,10.400226,2.805545605,58.24415259,0
12217,D,41.86777778,-123.2858333,Jun,1,15,0.527323867,392,18.50579974,2.299041297,58.53280764,43.2
12219,B,47.9197,-99.1167,May,0,15,0.286110502,470,7.502314815,5.30393739,61.01042769,16.2
12220,B,36.97477658,-94.43488833,Mar,5,0,0.246051984,287,10.18333892,4.800548972,62.60436681,9.633333333
12221,C,33.07434526,-112.7434724,Mar,3,16,0.425068973,367,18.04182587,3.374122659,35.13891124,7.2
12222,D,32.18859132,-81.37024549,Jun,2,12,0.130241341,31,25.31916984,2.719610815,66.34187795,34.03333333
12227,B,41.65394,-97.73744,Mar,5,15,0.274826555,542,-5.053173887,4.078080322,57.71943826,0.3
12229,B,27.23972,-80.74944,Feb,4,12,0.128739865,13,13.74841514,2.692379672,67.28536983,0
12234,B,37.864583,-120.221875,Sep,1,0,0.49764992,774,24.1020757,3.779361009,39.99395605,0
12235,D,36.23194444,-119.055,Jul,3,0,0.486644398,271,23.15701417,2.75258121,43.42638848,0
12238,B,35.2883,-79.0917,Apr,6,15,0.108049972,103,17.97623108,3.34977184,64.29805942,13.36666667
12239,B,47.34122348,-93.8519065,Apr,4,15,0.236741228,394,5.997715148,4.016438058,52.66025634,2.633333333
12240,B,34.8584,-84.3655,Nov,0,16,0.155164662,546,12.75111855,3.489035259,55.07769212,0
12241,C,42.7666,-112.2675,Jul,4,4,0.415271214,1580,21.71063443,5.154759515,34.46704493,0
12243,B,31.22954538,-82.41115542,Mar,6,12,0.140201946,47,15.41652324,2.435711401,68.41883023,10.3
12244,B,34.654949,-80.460457,May,3,16,0.120511297,168,20.68040349,0.904335774,64.57039944,0
12245,C,40.5942,-106.4989,Aug,0,15,0.359316941,2520,19.271927,3.876123799,46.09889839,8.1
12247,B,33.5167,-110.3007,Jul,6,16,0.400530635,1325,24.91268688,5.795101022,26.25181869,0
12249,B,32.78948611,-84.68570556,Feb,6,12,0.159415618,269,8.507582457,2.588487753,59.84307971,36.83333333
12250,B,33.72931,-88.20206,Apr,3,16,0.19058639,86,15.47441393,2.759522596,53.6865166,0
12251,B,26.3812,-98.786,Feb,6,12,0.294794848,52,20.10463784,5.174935318,64.74941576,0
12252,B,33.9327,-83.9518,Nov,5,16,0.152051609,316,13.53080718,3.119275151,46.03287123,2.466666667
12254,C,44.0528,-99.6115,Aug,4,15,0.291741268,502,21.34358247,3.733944451,74.62794298,0
12255,B,40.84604,-76.54426999,Mar,5,15,0.082895615,296,1.612800942,3.271960012,57.2649654,1.566666667
12256,B,36.7365,-108.57394,Apr,3,0,0.381529757,1545,9.039424574,4.873099626,42.21687005,6.6
12257,C,39.3,-108.5506,Jul,1,0,0.379971267,2136,27.64761905,4.128571429,22.11111111,0
12258,B,31.27315074,-82.39061822,Jun,2,12,0.139986134,42,25.97068911,1.900788681,75.88713638,0
12262,B,35.67005,-79.42196667,Apr,4,15,0.11072356,162,14.80147412,2.616040311,65.52988243,0
12263,C,34.69,-90.69666667,Mar,3,16,0.212791827,109,7.971933325,5.459090296,66.98993883,58.33333333
12264,B,34.4811,-84.0744,Apr,2,16,0.152793205,447,14.75048398,2.992249937,60.82493471,4.7
12265,B,30.83336,-94.86448001,Jan,2,12,0.254126959,75,11.38415922,2.091709308,73.30897951,8.8
12266,B,42.9929111,-77.26178929,Mar,5,4,0.088327367,190,4.388041414,4.826206461,68.22015243,50.46666667
12267,B,33.71244,-117.27022,Sep,6,16,0.470097493,503,21.17787708,2.097434645,51.3527537,0.2
12268,B,37.35,-76.7833,Apr,5,0,0.086658071,17,15.19925048,4.212891324,54.38658805,56.56666667
12273,B,42.31596029,-85.33025426,Apr,3,9,0.160120245,268,5.867416313,4.21531477,61.11463299,12.43333333
12274,B,35.8,-81.4,Mar,3,15,0.128126032,342,7.480825597,3.19042093,61.08882461,75.46666667
12275,B,32.28583333,-82.22611111,Mar,0,12,0.137776126,51,13.2145454,2.797923321,64.64629042,0
12277,B,39.17539241,-80.06022754,Feb,4,0,0.114458577,401,6.34318533,4.003018597,59.29640079,0
12278,B,35.5575,-92.2667,Jul,2,15,0.226734936,173,24.82811543,0.300934959,61.23805641,0
12280,C,34.20722198,-103.2919464,Mar,1,16,0.331689183,1236,11.84076586,5.5405234,40.21316317,0.833333333
12281,B,40.48388888,-122.3211111,Jun,1,14,0.517938277,132,24.29309522,2.34399137,39.99916515,3.233333333
12282,B,41.42063,-110.51468,Aug,4,15,0.398395266,1998,19.22063311,4.269639444,39.71194434,3.233333333
12283,B,32.29810997,-84.70052654,Mar,0,12,0.159897377,174,14.92485715,1.12972341,78.63991681,72.83333333
12284,B,30.86899086,-93.97946526,Feb,4,12,0.245846352,82,7.065058601,2.447167338,74.8167401,61.93333333
12285,B,35.99157,-81.03568,Mar,2,15,0.124782718,452,9.06055032,2.174141261,49.32055129,0
12286,C,45.83823,-117.64171,Jul,1,15,0.46831478,892,13.32816995,2.347776402,39.57685096,0
12288,C,33.55411682,-83.13827653,May,4,16,0.145026229,171,20.42212078,2.061813655,67.00962371,0
12289,B,33.89818643,-94.72724816,Mar,6,16,0.250652275,126,11.09368538,3.34103655,69.22672091,0
12291,B,45.90333333,-113.9466667,Aug,3,15,0.431087994,1506,21.35739888,1.794350572,46.90160437,0
12296,B,45.26064,-122.53568,Jun,6,9,0.518479856,244,16.6831013,3.706612887,69.75632609,44
12297,C,48.21637072,-95.41929593,Apr,5,15,0.251213553,365,1.842336858,3.906123504,60.38634221,0
12298,B,39.39800526,-78.13601578,Apr,3,0,0.097436465,177,13.56414134,2.759985707,64.70995175,33.73333333
12300,B,18.179058,-66.822441,Feb,0,12,0.018414083,521,24.92227933,5.572531411,87.11614282,0
12301,B,30.8258,-90.43667,Mar,3,12,0.213114498,72,15.29399298,2.69734369,59.52534765,0
12303,B,34.7810149,-89.48606996,Feb,4,16,0.201627499,178,7.768373016,3.660740741,65.45528591,8
12308,B,30.7586094,-95.96370827,Jun,3,12,0.264473436,105,29.13557095,2.809502564,63.11763228,0
12309,B,30.9903,-88.31824,Sep,4,12,0.193605435,87,28.00430556,2.641064815,76.86802735,313.8333333
12311,B,47.03622,-112.03029,Jul,2,15,0.411722844,1110,17.34138661,3.652562868,54.5194417,20.76666667
12312,B,32.9473427,-96.1024728,Jun,6,12,0.26416994,147,24.70818959,3.513765089,59.84992693,0
12314,C,34.99361111,-84.63527778,Apr,1,16,0.157502497,333,8.923280577,2.539258204,60.5173718,0
12315,B,34.15005,-92.29486,Mar,2,16,0.227880531,92,10.47531514,3.589568714,70.95742671,38
12316,B,36.02,-88.28,Mar,3,0,0.189857572,144,6.116398158,4.661425992,62.02201883,0
12318,C,37.32191,-83.41216,Nov,0,0,0.145181234,346,10.67597239,1.684648604,59.11149885,44.36666667
12321,G,32.72057,-103.2803,Jun,1,12,0.332583894,1141,23.87521135,4.853675959,41.81577616,1.866666667
12322,B,35.7785,-84.77697,Oct,6,15,0.158296843,265,20.01377068,1.048406262,67.71545511,31.6
12324,B,41.1648,-120.95695,Jul,6,15,0.503636114,1292,20.8726687,2.536312145,35.87602985,0
12325,B,42.07837204,-74.99337595,Apr,5,9,0.068949952,342,5.3555584,4.218179066,52.42382112,95.46666667
12326,C,32.89157545,-89.66404341,Nov,0,12,0.204512332,132,13.77893519,3.630502645,73.96183477,223.1333333
12328,B,34.235293,-102.712727,Aug,4,16,0.326096153,1156,23.69312296,3.985724453,59.35117646,37.63333333
12331,B,33.03679958,-96.07826699,Aug,5,16,0.263880739,166,29.93977658,2.714931692,61.63383447,0
12332,B,37.71004,-83.07085,Dec,6,0,0.141923285,331,6.224853609,1.205178315,62.58451215,10.43333333
12333,B,36.84611111,-121.6638889,Aug,0,0,0.512982145,84,16.92288997,3.482329047,81.47483855,1.5
12334,B,31.7381,-82.0156,Jun,4,12,0.136301962,54,30.64079064,4.787903274,55.09062297,1.7
12335,B,40.54278,-78.44814001,Apr,5,15,0.099655965,589,8.460931961,5.719144578,55.16343251,0
12336,B,34.77166481,-85.19022621,Oct,0,16,0.162633095,298,16.25097589,1.630696756,64.36172999,0
12338,B,35.8667,-79.8833,Feb,1,15,0.114670846,229,8.699074074,2.280392525,52.08015059,0
12341,C,33.81667,-79.54999999,Dec,1,16,0.113023535,12,12.7304015,3.647798239,69.60442253,0
12342,B,35.71,-120.6138889,Oct,2,15,0.502870591,233,15.55825156,2.512407217,67.67088538,0.3
12343,B,36.54555511,-106.1419449,Oct,5,0,0.357861727,2376,9.173606004,2.963822987,33.65966367,0
12345,D,44.95733,-107.00378,Jul,1,15,0.362703168,1249,22.87844598,4.740559049,33.45495406,6.133333333
12347,G,35.04555556,-119.9772222,Jul,6,15,0.496764869,545,16.7069121,3.301760242,71.96199458,0
12348,B,33.06978786,-90.03758219,Dec,5,16,0.207812556,95,14.61043976,2.464595431,77.2243471,47.43333333
12351,C,35.05130019,-95.41010269,Mar,5,15,0.256295264,241,13.67902865,3.938557307,65.29197121,29.83333333
12352,B,36.3333,-112.3674,Jul,3,0,0.419257736,2328,28.40828704,4.960509259,74.73055555,0
12353,B,34.86581,-87.61291,Jan,4,16,0.184489299,185,4.085185187,1.015277778,21.01877934,0
12354,B,21.3256245,-158.0883636,Jul,0,12,0.923249145,20,26.33680626,3.193261909,61.03634894,0.1
12355,B,34.08330001,-98.36617001,Jun,5,16,0.28473466,316,26.34587006,5.474391841,66.16225599,15.96666667
12359,B,40.04138551,-111.6451998,Aug,3,14,0.410179178,1503,20.38815034,1.98715213,70.34956562,0
12362,C,28.5125,-81.78305999,Mar,3,12,0.136794987,54,19.16664171,3.665668964,56.31499104,0
12365,B,27.33,-81.88,Feb,2,12,0.138685829,26,13.87082136,3.280529398,68.66393044,24.06666667
12366,B,32.67166667,-105.3466667,May,0,12,0.352600723,1968,21.34636935,4.692127766,44.52032914,0
12367,B,27.24306,-82.44528,Mar,6,12,0.143793418,9,20.0570526,4.61082662,63.54072147,5
12370,B,29.14833333,-81.52166667,Jun,4,12,0.133940358,15,29.08157768,2.470539026,70.26035034,1.866666667
12371,B,31.3181446,-89.07756545,Sep,1,12,0.200286602,58,26.8539218,1.357870663,61.18740257,0
12372,C,47.8694,-114.3598,Sep,3,15,0.434813013,1242,10.98643596,1.730994808,67.53675832,80.2
12375,C,32.33096363,-89.24416159,Apr,6,12,0.201065786,146,12.52033069,3.384920635,61.12202013,163.5
12381,B,36.1236,-94.6453,Dec,0,0,0.248500022,278,5.088446289,2.971311007,55.21225402,4.866666667
12382,B,30.35444,-82.82389,Mar,3,12,0.144555307,41,16.00770763,2.511025049,72.63237888,31.83333333
12383,B,33.050436,-97.510657,Aug,2,16,0.277347549,225,30.28926116,2.800278533,58.06825608,35.53333333
12384,B,44.00595,-103.28664,Apr,5,15,0.32692854,1166,-2.50753039,5.955477811,70.99152599,10.86666667
12385,B,32.99218002,-95.19017002,Jan,2,12,0.255592161,145,4.475783477,0.840930674,25.63245357,0
12387,B,47.69886543,-93.30034293,Oct,1,15,0.231546858,425,15.03851736,2.827806282,74.15526283,0
12388,B,32.3042,-83.9142,May,4,12,0.152837318,116,22.06047862,2.964402068,65.52235183,8.2
12391,B,32.71320278,-81.70705278,May,3,12,0.132857153,74,21.5851238,1.714948277,70.96002477,0
12393,B,37.28356389,-81.27411692,Apr,5,0,0.126163852,727,9.393330104,3.75594717,60.82585908,11.06666667
12396,C,35.23449,-91.99566,Mar,3,15,0.22442601,168,3.261992915,2.493624464,64.54871482,30.9
12397,B,33.39464999,-95.39468,Mar,2,16,0.257229139,109,9.226177446,3.835367336,63.76524722,0
12398,B,43.98752,-101.67066,Oct,4,9,0.311410586,713,9.811641423,5.299287713,50.97373887,5.066666667
12399,B,33.60587704,-88.75108472,Jan,1,16,0.195675285,68,8.634503821,1.911564974,54.16852245,0
12400,B,42.396,-88.138,May,5,9,0.185522169,226,11.16838556,3.395811186,65.98719921,46.46666667
12403,B,18.219133,-66.675522,Mar,6,12,0.017137233,405,25.83517052,3.911411519,68.23603762,0
12405,B,42.1499,-114.6175,Aug,6,9,0.438968559,1824,25.94936784,4.959842743,31.51303885,0
12406,B,38.91139,-78.44917,Feb,1,0,0.1004138,232,1.641781917,4.446998997,56.1785657,0
12408,B,33.0061,-104.7994,Jul,3,16,0.347060198,1261,27.70457672,3.475670622,51.30955197,0
12409,B,34.41849999,-94.42266,Sep,3,16,0.247470388,308,27.27634696,2.440311492,74.0990831,0
12410,C,34.83555556,-93.03611111,Mar,3,16,0.234307994,426,10.52743578,2.095866099,63.66881838,18.86666667
12411,B,33.57798,-81.719543,Aug,1,16,0.132372785,169,24.0549179,2.171069869,65.31238404,0
12414,B,31.11070461,-83.4272408,Sep,0,12,0.149360083,71,24.97527709,2.244747468,84.83661496,24.96666667
12415,B,44.2752,-73.5677,Apr,6,15,0.055911479,215,6.079928263,4.847741407,61.53169196,133.8666667
12417,B,29.52331999,-97.68394,Jan,2,12,0.281639266,114,8.9748739,2.073687284,39.11466865,0.666666667
12422,B,38.42858998,-76.46740001,Mar,5,0,0.083343933,33,4.334989093,4.866072903,55.81189452,5.7
12423,C,35.13,-112.1316667,Feb,3,15,0.417632803,2362,0.811806142,2.882162216,67.10572376,5.333333333
12424,D,35.26388888,-118.6330556,May,6,15,0.482928964,644,24.66157785,2.859205151,41.14680947,6.266666667
12425,B,36.850279,-120.771299,Sep,3,0,0.503822276,117,26.11466932,2.757423383,44.40762482,0
12426,B,34.24999998,-80.61666998,Apr,0,16,0.122152792,55,12.87734109,2.879440475,59.77237829,10.93333333
12427,B,35.3083,-78.0317,Mar,3,15,0.09873864,35,11.97399046,4.055077747,54.65621584,52.1
12428,B,32.1588,-102.5933,May,2,12,0.326373906,966,24.1910699,5.257635331,23.93802761,0
12430,B,47.975,-98.906,May,2,15,0.284102371,506,8.204881322,6.542998698,64.77266424,21.83333333
12431,C,43.71068,-116.14462,Jul,6,9,0.453783262,1457,23.76333249,3.140368352,39.09156483,21.73333333
12433,B,38.72305555,-120.57,Nov,1,0,0.500774619,1112,11.58097428,1.60731636,59.16568854,0
12434,C,39.14828333,-77.26104167,Feb,5,0,0.089905474,104,3.147310722,2.898751143,54.53785348,20.43333333
12436,B,62.733,-141.6855,Jul,5,0,0.72288933,0,14.45452763,3.250135466,63.83362959,0
12437,B,36.305,-106.2383333,May,5,0,0.358938237,2161,14.57746277,2.28969697,33.34198078,0
12438,C,38.09633,-91.71678,Jan,0,0,0.220231262,289,-3.934220533,1.268821293,26.52978454,0
12439,B,27.03417,-82.10111,Aug,4,12,0.140917129,9,28.31839657,3.302822378,70.90285281,77.03333333
12440,B,41.53611111,-120.9188889,Aug,2,15,0.503096576,1565,19.95606789,4.146135158,31.99824786,0
12442,B,32.70089722,-83.82093611,Sep,2,12,0.151719915,150,24.76415061,1.966966686,83.19674761,50.06666667
12443,B,46.71893793,-92.30945075,Apr,6,15,0.22255635,375,2.451523871,3.170669236,66.4563582,0
12444,B,32.19936,-95.42709,Sep,5,12,0.258369859,140,29.98725178,1.072379516,58.72774465,0
12445,B,32.43542,-95.31042,Sep,2,12,0.257108681,161,26.49594939,2.299989129,68.61716161,0
12446,B,36.83,-119.5830556,Jun,5,0,0.491685916,135,24.87860328,3.759183777,41.66320023,7.233333333
12448,C,30.472238,-98.820155,Jul,2,12,0.291629404,512,25.63788605,3.539820674,76.02943665,76.56666667
12449,B,32.3394,-88.87,May,3,12,0.197640454,123,22.09967799,2.308059874,70.27736695,53.93333333
12451,B,32.10604,-98.14016,Feb,6,12,0.283961474,372,10.45104762,3.741356014,55.09105498,0
12452,B,32.84057821,-98.11985662,Sep,3,12,0.28324664,300,26.98340373,1.945540853,58.77890384,6.566666667
12453,B,35.67611111,-93.955,Apr,4,15,0.242330633,466,14.19903691,4.119603526,73.9063369,49
12455,B,44.5275,-117.8663889,Jul,3,15,0.470945117,1342,20.88894563,2.777025767,39.94648068,4.766666667
12458,B,43.23100025,-76.47132518,Sep,4,9,0.081358373,133,18.64736495,2.041314853,72.37239564,11.23333333
12459,E,46.6789,-105.438,Feb,3,15,0.347032805,773,-8.954588133,5.28090054,64.77005469,0
12460,B,48.0225,-94.8989,Apr,4,15,0.24637949,365,0.988955893,2.599000802,64.75148024,0
12464,B,37.388241,-87.524612,Feb,5,0,0.182212653,160,-0.538989594,3.859642833,68.75997827,23.13333333
12465,B,33.8167,-80.9833,Feb,4,16,0.125682608,54,9.236429235,1.821940598,56.92262969,13.5
12466,C,33.792718,-85.438009,Feb,3,16,0.165500264,328,6.976908593,2.663603713,61.81510762,0
12467,B,34.38406234,-88.85782187,Nov,6,16,0.196137101,135,14.4774168,2.507910102,61.75945498,12.53333333
12468,E,44.7152,-84.81057,Jun,1,15,0.154658889,373,15.67847595,3.215984894,60.12316291,0
12471,C,31.90625,-95.41875,Mar,6,12,0.258504735,109,11.32316736,4.838655693,54.22404003,0
12472,B,34.5327,-84.0744,Nov,6,16,0.152760132,439,14.0183957,2.882514759,48.11849888,4.1
12473,C,32.95245,-98.59428,Jun,3,12,0.287657977,373,26.47954545,3.624036281,58.36242663,0
12475,B,34.55583333,-118.6713889,Dec,0,16,0.483762702,725,11.21428909,1.530761739,52.93227051,13.06666667
12476,C,35.7269,-94.5544,Mar,4,15,0.247886421,301,9.141102985,4.450889681,58.71955209,8.8
12480,B,43.485,-103.5083333,Sep,4,9,0.329231452,1279,23.30554481,4.737402133,53.66036358,0
12481,B,33.5501,-104.4172,Apr,1,16,0.342988302,1115,12.58537037,4.284920635,43.4785827,0
12484,D,42.0925,-96.3581,Feb,2,9,0.261668747,387,-0.604075648,3.809967036,82.20202742,0
12485,C,33.088665,-102.376442,Apr,2,16,0.323633611,1026,19.22587717,4.832416699,21.34126721,0
12486,C,34.46994997,-92.15565999,Jul,6,16,0.22638584,98,29.42832605,2.943570729,58.29383419,28
12489,B,28.22556,-81.82111,Jan,5,12,0.137378389,41,14.51499735,2.666248013,44.83555556,0
12490,B,44.45,-104.5683333,Jul,0,15,0.339171508,1552,17.18631302,2.039108083,70.35561612,1.666666667
12492,B,38.22267001,-77.65082999,Mar,0,0,0.093768408,90,6.558033388,2.102818532,56.59831901,0
12493,B,30.75,-86.82,Nov,5,12,0.180175911,65,16.52224205,1.864076692,71.66823585,25.16666667
12495,B,29.539,-81.7866,Apr,4,12,0.13597239,8,23.18905867,1.805216302,66.95206857,0
12496,B,31.258,-81.7974,May,6,12,0.134720391,20,24.5243956,3.431757937,56.68784837,13.36666667
12497,B,36.29633333,-77.272,Oct,0,0,0.091509441,25,17.26904021,1.268195125,73.07689033,0
12498,B,46.78697821,-93.96361715,Apr,6,15,0.237893642,388,3.378834674,4.059446195,62.35071798,22.5
12499,B,35.575,-84.925,Jan,1,15,0.159750053,305,1.660519155,2.63597945,70.13187958,28.5
12500,C,31.0125,-93.63055,Nov,1,12,0.242490215,65,17.98841029,1.386314916,74.24943426,0
12503,C,39.25888888,-123.4869444,Jul,5,0,0.530523801,295,21.31920017,2.574681244,59.1995644,0
12505,B,33.8992,-81.81979,Mar,0,16,0.133048942,178,8.242096114,2.827671035,58.51469613,0
12507,C,34.68242222,-85.53004722,Jan,4,16,0.165751285,522,-3.012974052,1.275249501,26.71656687,0
12510,B,33.37765273,-89.31275888,Feb,1,16,0.200962025,149,6.356595345,3.000883923,77.45612077,0
12511,B,35.65,-88.48167002,Jul,2,15,0.19191581,165,26.53973997,1.872455273,68.38636181,20.53333333
12512,B,45.93703,-122.90028,Mar,4,15,0.522067515,66,3.932431055,2.442027993,69.75592195,0
